ID,Marker for Cup at 34 days,Behavior,Day,phase_bin_10 days,"phase_bin_10 days 2, copy",phase_bin_7Days,phase_bin_7Days_complete,daysInPhase2,days_between_TP,DaysSinceCup,BaselineCells,NewCells,CumulativeNew,CumulativeNew%,LostCells,CumulativeLost,total gain at day31 post cup,help column for totalLoss at day31 post cup,totalLoss at day31 post cup,CumulativeLost%,Ol loss % at 4w post cup,Neg_CumLost%,Lost%,Total OL Replacement %,OL replacement at 4w post Cup,OL replacement at 6w post cup,replacement rate w/ Phase,Replacement Rate w/Phase for graph help column,Replacement rate w/phase for graph,Max_loss,MaxGain_normToLoss,rate between each tp,max rate after stim,max rate during stim,Asymptote,Growth Rate,Inflection Point,OL loss rate learning
MOBP20,,learning,0,baseline,baseline,,,,,-17,119,0,0,0,0,0,,,108,0,,0,0,0,,,,17,,,,,,,,,,
MOBP20,,learning,3,cuprizone diet,cuprizone diet,,,,3,-14,119,0,0,0,1,1,,,108,0.840336134,,-0.840336134,0.840336134,0,,,,17,,,,0,,,,,,
MOBP20,,learning,7,cuprizone diet,cuprizone diet,,,,4,-10,119,0,0,0,1,2,,,108,1.680672269,,-1.680672269,0.840336134,0,,,,17,,,,0,,,,,,
MOBP20,,learning,10,cuprizone diet,cuprizone diet,,,,3,-7,119,0,0,0,1,3,,,108,2.521008403,,-2.521008403,0.840336134,0,,,,17,,,,0,,,,,,
MOBP20,,learning,14,cuprizone diet,cuprizone diet,,,,4,-3,119,0,0,0,4,7,,,108,5.882352941,,-5.882352941,3.361344538,0,,,,17,,,,0,,,,,,
MOBP20,,learning,17,cuprizone diet,cuprizone diet,,,,3,0,119,0,0,0,8,15,,,108,12.60504202,,-12.60504202,6.722689076,0,,,,17,,,,0,,,,,,
MOBP20,,learning,21,rest,rest,,rest,3,4,3,119,12,12,10.08403361,10,25,,,108,21.00840336,,-21.00840336,8.403361345,11.11111111,,,3.703703704,21,3.703703704,,,2.777777778,,,,,,
MOBP20,,learning,23,learning,learning,,learning,7,2,5,119,6,18,15.12605042,8,33,,,108,27.73109244,,-27.73109244,6.722689076,16.66666667,,,1.455026455,28,,,,2.777777778,,2.777777778,,,,4.801920768
MOBP20,,learning,25,learning,learning,,learning,7,2,7,119,0,18,15.12605042,15,48,,,108,40.33613445,,-40.33613445,12.60504202,16.66666667,,,1.455026455,28,,,,0,,2.777777778,,,,4.801920768
MOBP20,,learning,28,learning,learning,,learning,7,3,10,119,5,23,19.32773109,17,65,,,108,54.62184874,,-54.62184874,14.28571429,21.2962963,,,1.455026455,28,1.455026455,,,1.543209877,,2.777777778,,,,4.801920768
MOBP20,,learning,30,post-learning1,post-learning1,post-learning1,post-learning1,7,2,12,119,2,25,21.00840336,11,76,,,108,63.86554622,,-63.86554622,9.243697479,23.14814815,,,2.645502646,35,,,,0.925925926,,,,,,
MOBP20,,learning,32,post-learning1,post-learning1,post-learning1,post-learning1,7,2,14,119,6,31,26.05042017,16,92,,,108,77.31092437,,-77.31092437,13.44537815,28.7037037,,,2.645502646,35,,,,2.777777778,,,,,,
MOBP20,,learning,35,post-learning1,post-learning1,post-learning1,post-learning1,7,3,17,119,12,43,36.13445378,6,98,,,108,82.35294118,,-82.35294118,5.042016807,39.81481481,,,2.645502646,35,2.645502646,,,3.703703704,,,,,,
MOBP20,,learning,37,post-learning1,post-learning2,post-learning2,post-learning2,7,2,19,119,2,45,37.81512605,3,101,,,108,84.87394958,,-84.87394958,2.521008403,41.66666667,,,0.661375661,42,,,,0.925925926,,,,,,
MOBP20,,learning,39,post-learning1,post-learning2,post-learning2,post-learning2,7,2,21,119,0,45,37.81512605,3,104,,,108,87.39495798,,-87.39495798,2.521008403,41.66666667,,,0.661375661,42,,,,0,,,,,,
MOBP20,,learning,42,post-learning1,post-learning2,post-learning2,post-learning2,7,3,24,119,3,48,40.33613445,3,107,,,108,89.91596639,,-89.91596639,2.521008403,44.44444444,,,0.661375661,42,0.661375661,,,0.925925926,,,,,,
MOBP20,,learning,44,post-learning1,post-learning3,post-learning3,post-learning3,7,2,26,119,5,53,44.53781513,1,108,,,108,90.75630252,,-90.75630252,0.840336134,49.07407407,,,0.661375661,49,,,,2.314814815,,,,,,
MOBP20,,learning,47,post-learning1,post-learning3,post-learning3,post-learning3,7,3,28,119,0,53,44.53781513,0,108,,,108,90.75630252,,-90.75630252,0,49.07407407,,,0.661375661,49,,,,0,,,,,,
MOBP20,,learning,49,post-learning1,post-learning3,post-learning3,post-learning3,7,2,31,119,0,53,44.53781513,0,108,53,108,108,90.75630252,90.75630252,-90.75630252,0,49.07407407,49.07407407,,0.661375661,49,0.661375661,90.75630252,49.07407407,0,3.703703704,,55.56602,0.1069926,8.9127995,
MOBP27,,learning,0,baseline,baseline,,,,,-17,137,0,0,0,0,0,,,71,0,,0,0,0,,,,17,,,,,,,,,,
MOBP27,,learning,3,cuprizone diet,cuprizone diet,,,,3,-14,137,0,0,0,0,0,,,71,0,,0,0,0,,,,17,,,,0,,,,,,
MOBP27,,learning,6,cuprizone diet,cuprizone diet,,,,3,-10,137,0,0,0,2,2,,,71,1.459854015,,-1.459854015,1.459854015,0,,,,17,,,,0,,,,,,
MOBP27,,learning,10,cuprizone diet,cuprizone diet,,,,4,-7,137,0,0,0,2,4,,,71,2.919708029,,-2.919708029,1.459854015,0,,,,17,,,,0,,,,,,
MOBP27,,learning,13,cuprizone diet,cuprizone diet,,,,3,-3,137,0,0,0,4,8,,,71,5.839416058,,-5.839416058,2.919708029,0,,,,17,,,,0,,,,,,
MOBP27,,learning,17,cuprizone diet,cuprizone diet,,,,4,0,137,1,1,0.729927007,3,11,,,71,8.02919708,,-8.02919708,2.189781022,1.408450704,,,,17,,,,0.352112676,,,,,,
MOBP27,,learning,21,rest,rest,,rest,3,4,3,137,6,7,5.109489051,8,19,,,71,13.86861314,,-13.86861314,5.839416058,9.85915493,,,2.816901408,21,2.816901408,,,2.112676056,,,,,,
MOBP27,,learning,23,learning,learning,,learning,7,2,5,137,0,7,5.109489051,10,29,,,71,21.16788321,,-21.16788321,7.299270073,9.85915493,,,0.804828974,28,,,,0,,1.408450704,,,,2.189781022
MOBP27,,learning,25,learning,learning,,learning,7,2,7,137,2,9,6.569343066,7,36,,,71,26.27737226,,-26.27737226,5.109489051,12.67605634,,,0.804828974,28,,,,1.408450704,,1.408450704,,,,2.189781022
MOBP27,,learning,28,learning,learning,,learning,7,3,10,137,2,11,8.02919708,4,40,,,71,29.19708029,,-29.19708029,2.919708029,15.49295775,,,0.804828974,28,0.804828974,,,0.938967136,,1.408450704,,,,2.189781022
MOBP27,,learning,30,post-learning1,post-learning1,post-learning1,post-learning1,7,2,12,137,7,18,13.13868613,3,43,,,71,31.38686131,,-31.38686131,2.189781022,25.35211268,,,3.621730382,35,,,,4.929577465,,,,,,
MOBP27,,learning,32,post-learning1,post-learning1,post-learning1,post-learning1,7,2,14,137,5,23,16.78832117,9,52,,,71,37.95620438,,-37.95620438,6.569343066,32.3943662,,,3.621730382,35,,,,3.521126761,,,,,,
MOBP27,,learning,35,post-learning1,post-learning1,post-learning1,post-learning1,7,3,17,137,6,29,21.16788321,9,61,,,71,44.52554745,,-44.52554745,6.569343066,40.84507042,,,3.621730382,35,3.621730382,,,2.816901408,,,,,,
MOBP27,,learning,37,post-learning1,post-learning2,post-learning2,post-learning2,7,2,19,137,5,34,24.81751825,1,62,,,71,45.25547445,,-45.25547445,0.729927007,47.88732394,,,2.414486922,42,,,,3.521126761,,,,,,
MOBP27,,learning,39,post-learning1,post-learning2,post-learning2,post-learning2,7,2,21,137,0,34,24.81751825,2,64,,,71,46.71532847,,-46.71532847,1.459854015,47.88732394,,,2.414486922,42,,,,0,,,,,,
MOBP27,,learning,42,post-learning1,post-learning2,post-learning2,post-learning2,7,3,24,137,7,41,29.9270073,3,67,,,71,48.90510949,,-48.90510949,2.189781022,57.74647887,,,2.414486922,42,2.414486922,,,3.286384977,,,,,,
MOBP27,,learning,44,post-learning1,post-learning3,post-learning3,post-learning3,7,2,26,137,2,43,31.38686131,2,69,,,71,50.3649635,,-50.3649635,1.459854015,60.56338028,,,0.804828974,49,,,,1.408450704,,,,,,
MOBP27,,learning,46,post-learning1,post-learning3,post-learning3,post-learning3,7,2,28,137,1,44,32.11678832,1,70,,,71,51.09489051,,-51.09489051,0.729927007,61.97183099,,,0.804828974,49,,,,0.704225352,,,,,,
MOBP27,,learning,49,post-learning1,post-learning3,post-learning3,post-learning3,7,3,31,137,1,45,32.84671533,1,71,45,71,71,51.82481752,51.82481752,-51.82481752,0.729927007,63.38028169,63.38028169,,0.804828974,49,0.804828974,51.82481752,63.38028169,0.469483568,4.929577465,,76.497249,0.1021862,12.679804,
MOBP28,,learning,0,baseline,baseline,,,,,-17,148,0,0,0,0,0,,,96,0,,0,0,0,,,,70,,,,,,,,,,
MOBP28,,learning,3,cuprizone diet,cuprizone diet,,,,3,-14,148,0,0,0,0,0,,,96,0,,0,0,0,,,,70,,,,0,,,,,,
MOBP28,,learning,6,cuprizone diet,cuprizone diet,,,,3,-10,148,0,0,0,1,1,,,96,0.675675676,,-0.675675676,0.675675676,0,,,,70,,,,0,,,,,,
MOBP28,,learning,10,cuprizone diet,cuprizone diet,,,,4,-7,148,0,0,0,1,2,,,96,1.351351351,,-1.351351351,0.675675676,0,,,,70,,,,0,,,,,,
MOBP28,,learning,13,cuprizone diet,cuprizone diet,,,,3,-3,148,0,0,0,3,5,,,96,3.378378378,,-3.378378378,2.027027027,0,,,,70,,,,0,,,,,,
MOBP28,,learning,17,cuprizone diet,cuprizone diet,,,,4,0,148,0,0,0,14,19,,,96,12.83783784,,-12.83783784,9.459459459,0,,,,70,,,,0,,,,,,
MOBP28,,learning,21,rest,rest,,rest,3,4,3,148,11,11,7.432432432,20,39,,,96,26.35135135,,-26.35135135,13.51351351,11.45833333,,,3.819444444,21,3.819444444,,,2.864583333,,,,,,
MOBP28,,learning,23,learning,learning,,learning,7,2,5,148,0,11,7.432432432,11,50,,,96,33.78378378,,-33.78378378,7.432432432,11.45833333,,,0.446428571,28,,,,0,,0.694444444,,,,2.606177606
MOBP28,,learning,25,learning,learning,,learning,7,2,7,148,1,12,8.108108108,7,57,,,96,38.51351351,,-38.51351351,4.72972973,12.5,,,0.446428571,28,,,,0.520833333,,0.694444444,,,,2.606177606
MOBP28,,learning,28,learning,learning,,learning,7,3,10,148,2,14,9.459459459,9,66,,,96,44.59459459,,-44.59459459,6.081081081,14.58333333,,,0.446428571,28,0.446428571,,,0.694444444,,0.694444444,,,,2.606177606
MOBP28,,learning,30,post-learning1,post-learning1,post-learning1,post-learning1,7,2,12,148,0,14,9.459459459,9,75,,,96,50.67567568,,-50.67567568,6.081081081,14.58333333,,,2.380952381,35,,,,0,,,,,,
MOBP28,,learning,32,post-learning1,post-learning1,post-learning1,post-learning1,7,2,14,148,3,17,11.48648649,6,81,,,96,54.72972973,,-54.72972973,4.054054054,17.70833333,,,2.380952381,35,,,,1.5625,,,,,,
MOBP28,,learning,35,post-learning1,post-learning1,post-learning1,post-learning1,7,3,17,148,13,30,20.27027027,7,88,,,96,59.45945946,,-59.45945946,4.72972973,31.25,,,2.380952381,35,2.380952381,,,4.513888889,,,,,,
MOBP28,,learning,37,post-learning1,post-learning2,post-learning2,post-learning2,7,2,19,148,5,35,23.64864865,3,91,,,96,61.48648649,,-61.48648649,2.027027027,36.45833333,,,2.232142857,42,,,,2.604166667,,,,,,
MOBP28,,learning,39,post-learning1,post-learning2,post-learning2,post-learning2,7,2,21,148,3,38,25.67567568,0,91,,,96,61.48648649,,-61.48648649,0,39.58333333,,,2.232142857,42,,,,1.5625,,,,,,
MOBP28,,learning,42,post-learning1,post-learning2,post-learning2,post-learning2,7,3,24,148,7,45,30.40540541,3,94,,,96,63.51351351,,-63.51351351,2.027027027,46.875,,,2.232142857,42,2.232142857,,,2.430555556,,,,,,
MOBP28,,learning,44,post-learning1,post-learning3,post-learning3,post-learning3,7,2,26,148,0,45,30.40540541,0,94,,,96,63.51351351,,-63.51351351,0,46.875,,,1.041666667,49,,,,0,,,,,,
MOBP28,,learning,46,post-learning1,post-learning3,post-learning3,post-learning3,7,2,28,148,4,49,33.10810811,2,96,,,96,64.86486486,,-64.86486486,1.351351351,51.04166667,,,1.041666667,49,,,,2.083333333,,,,,,
MOBP28,,learning,49,post-learning1,post-learning3,post-learning3,post-learning3,7,3,31,148,3,52,35.13513514,0,96,52,96,96,64.86486486,64.86486486,-64.86486486,0,54.16666667,54.16666667,,1.041666667,49,1.041666667,64.86486486,54.16666667,1.041666667,4.513888889,,71.673491,0.0759629,15.198184,
MOBP28,,learning,53,,,,,,4,35,148,1,53,35.81081081,0,96,,,96,64.86486486,,-64.86486486,0,55.20833333,,,,70,,,,0.260416667,,,,,,
MOBP28,,learning,56,,,,,,3,38,148,1,54,36.48648649,0,96,,,96,64.86486486,,-64.86486486,0,56.25,,,,70,,,,0.347222222,,,,,,
MOBP28,,learning,59,,,,,,3,41,148,1,55,37.16216216,0,96,,,96,64.86486486,,-64.86486486,0,57.29166667,,,,70,,,,0.347222222,,,,,,
MOBP28,,learning,64,,,,,,5,46,148,7,62,41.89189189,0,96,,,96,64.86486486,,-64.86486486,0,64.58333333,,64.58333333,,70,,,,1.458333333,,,,,,
MOBP28,,learning,68,,,,,,4,50,148,5,67,45.27027027,0,96,,,96,64.86486486,,-64.86486486,0,69.79166667,,,,70,,,,1.302083333,,,,,,
MOBP28,,learning,70,,,,,,2,52,148,0,67,45.27027027,0,96,,,96,64.86486486,,-64.86486486,0,69.79166667,,,,70,,,,0,,,,,,
MOBP34,,learning,0,baseline,baseline,,,,,-17,129,0,0,0,0,0,,,77,0,,0,0,0,,,,70,,,,,,,,,,
MOBP34,,learning,3,cuprizone diet,cuprizone diet,,,,3,-14,129,0,0,0,1,1,,,77,0.775193798,,-0.775193798,0.775193798,0,,,,70,,,,0,,,,,,
MOBP34,,learning,6,cuprizone diet,cuprizone diet,,,,3,-10,129,0,0,0,2,3,,,77,2.325581395,,-2.325581395,1.550387597,0,,,,70,,,,0,,,,,,
MOBP34,,learning,10,cuprizone diet,cuprizone diet,,,,4,-7,129,0,0,0,2,5,,,77,3.875968992,,-3.875968992,1.550387597,0,,,,70,,,,0,,,,,,
MOBP34,,learning,13,cuprizone diet,cuprizone diet,,,,3,-3,129,0,0,0,4,9,,,77,6.976744186,,-6.976744186,3.100775194,0,,,,70,,,,0,,,,,,
MOBP34,,learning,17,cuprizone diet,cuprizone diet,,,,4,0,129,2,2,1.550387597,8,17,,,77,13.17829457,,-13.17829457,6.201550388,2.597402597,,,,70,,,,0.649350649,,,,,,
MOBP34,,learning,21,rest,rest,,rest,3,4,3,129,6,8,6.201550388,7,24,,,77,18.60465116,,-18.60465116,5.426356589,10.38961039,,,2.597402597,21,2.597402597,,,1.948051948,,,,,,
MOBP34,,learning,23,learning,learning,,learning,7,2,5,129,3,11,8.527131783,6,30,,,77,23.25581395,,-23.25581395,4.651162791,14.28571429,,,1.669758813,28,,,,1.948051948,,1.948051948,,,,2.214839424
MOBP34,,learning,25,learning,learning,,learning,7,2,7,129,3,14,10.85271318,5,35,,,77,27.13178295,,-27.13178295,3.875968992,18.18181818,,,1.669758813,28,,,,1.948051948,,1.948051948,,,,2.214839424
MOBP34,,learning,28,learning,learning,,learning,7,3,10,129,3,17,13.17829457,9,44,,,77,34.10852713,,-34.10852713,6.976744186,22.07792208,,,1.669758813,28,1.669758813,,,1.298701299,,1.948051948,,,,2.214839424
MOBP34,,learning,30,post-learning1,post-learning1,post-learning1,post-learning1,7,2,12,129,1,18,13.95348837,6,50,,,77,38.75968992,,-38.75968992,4.651162791,23.37662338,,,3.339517625,35,,,,0.649350649,,,,,,
MOBP34,,learning,32,post-learning1,post-learning1,post-learning1,post-learning1,7,2,14,129,6,24,18.60465116,11,61,,,77,47.28682171,,-47.28682171,8.527131783,31.16883117,,,3.339517625,35,,,,3.896103896,,,,,,
MOBP34,,learning,35,post-learning1,post-learning1,post-learning1,post-learning1,7,3,17,129,11,35,27.13178295,7,68,,,77,52.71317829,,-52.71317829,5.426356589,45.45454545,,,3.339517625,35,3.339517625,,,4.761904762,,,,,,
MOBP34,,learning,37,post-learning1,post-learning2,post-learning2,post-learning2,7,2,19,129,2,37,28.68217054,3,71,,,77,55.03875969,,-55.03875969,2.325581395,48.05194805,,,1.298701299,42,,,,1.298701299,,,,,,
MOBP34,,learning,39,post-learning1,post-learning2,post-learning2,post-learning2,7,2,21,129,3,40,31.00775194,3,74,,,77,57.36434109,,-57.36434109,2.325581395,51.94805195,,,1.298701299,42,,,,1.948051948,,,,,,
MOBP34,,learning,42,post-learning1,post-learning2,post-learning2,post-learning2,7,3,24,129,2,42,32.55813953,1,75,,,77,58.13953488,,-58.13953488,0.775193798,54.54545455,,,1.298701299,42,1.298701299,,,0.865800866,,,,,,
MOBP34,,learning,44,post-learning1,post-learning3,post-learning3,post-learning3,7,2,26,129,3,45,34.88372093,1,76,,,77,58.91472868,,-58.91472868,0.775193798,58.44155844,,,1.669758813,49,,,,1.948051948,,,,,,
MOBP34,,learning,46,post-learning1,post-learning3,post-learning3,post-learning3,7,2,28,129,1,46,35.65891473,0,76,,,77,58.91472868,,-58.91472868,0,59.74025974,,,1.669758813,49,,,,0.649350649,,,,,,
MOBP34,,learning,49,post-learning1,post-learning3,post-learning3,post-learning3,7,3,31,129,5,51,39.53488372,1,77,51,77,77,59.68992248,59.68992248,-59.68992248,0.775193798,66.23376623,66.23376623,,1.669758813,49,1.669758813,59.68992248,66.23376623,2.164502165,4.761904762,,99.155183,0.0652601,15.800588,
MOBP34,,learning,53,,,,,,4,35,129,6,57,44.18604651,0,77,,,77,59.68992248,,-59.68992248,0,74.02597403,,,,70,,,,1.948051948,,,,,,
MOBP34,,learning,56,,,,,,3,38,129,2,59,45.73643411,0,77,,,77,59.68992248,,-59.68992248,0,76.62337662,,,,70,,,,0.865800866,,,,,,
MOBP34,,learning,59,,,,,,3,41,129,2,61,47.28682171,0,77,,,77,59.68992248,,-59.68992248,0,79.22077922,,,,70,,,,0.865800866,,,,,,
MOBP34,,learning,64,,,,,,5,46,129,4,65,50.3875969,0,77,,,77,59.68992248,,-59.68992248,0,84.41558442,,84.41558442,,70,,,,1.038961039,,,,,,
MOBP34,,learning,68,,,,,,4,50,129,6,71,55.03875969,0,77,,,77,59.68992248,,-59.68992248,0,92.20779221,,,,70,,,,1.948051948,,,,,,
MOBP34,,learning,70,,,,,,2,52,129,1,72,55.81395349,0,77,,,77,59.68992248,,-59.68992248,0,93.50649351,,,,70,,,,0.649350649,,,,,,
MOBP35,,learning,0,baseline,baseline,,,,,-17,112,0,0,0,0,0,,,81,0,,0,0,0,,,,17,,,,,,,,,,
MOBP35,,learning,3,cuprizone diet,cuprizone diet,,,,3,-14,112,0,0,0,0,0,,,81,0,,0,0,0,,,,17,,,,0,,,,,,
MOBP35,,learning,6,cuprizone diet,cuprizone diet,,,,3,-11,112,0,0,0,0,0,,,81,0,,0,0,0,,,,17,,,,0,,,,,,
MOBP35,,learning,10,cuprizone diet,cuprizone diet,,,,4,-7,112,0,0,0,1,1,,,81,0.892857143,,-0.892857143,0.892857143,0,,,,17,,,,0,,,,,,
MOBP35,,learning,13,cuprizone diet,cuprizone diet,,,,3,-4,112,0,0,0,11,12,,,81,10.71428571,,-10.71428571,9.821428571,0,,,,17,,,,0,,,,,,
MOBP35,,learning,17,cuprizone diet,cuprizone diet,,,,4,0,112,0,0,0,5,17,,,81,15.17857143,,-15.17857143,4.464285714,0,,,,17,,,,0,,,,,,
MOBP35,,learning,21,rest,rest,,rest,3,4,3,112,2,2,1.785714286,14,31,,,81,27.67857143,,-27.67857143,12.5,2.469135802,,,0.823045267,21,0.823045267,,,0.617283951,,,,,,
MOBP35,,learning,23,learning,learning,,learning,7,2,5,112,2,4,3.571428571,6,37,,,81,33.03571429,,-33.03571429,5.357142857,4.938271605,,,4.585537919,28,,,,1.234567901,,12.96296296,,,,2.551020408
MOBP35,,learning,25,learning,learning,,learning,7,2,7,112,21,25,22.32142857,10,47,,,81,41.96428571,,-41.96428571,8.928571429,30.86419753,,,4.585537919,28,,,,12.96296296,,12.96296296,,,,2.551020408
MOBP35,,learning,28,learning,learning,,learning,7,3,10,112,3,28,25,4,51,,,81,45.53571429,,-45.53571429,3.571428571,34.56790123,,,4.585537919,28,4.585537919,,,1.234567901,,12.96296296,,,,2.551020408
MOBP35,,learning,30,post-learning1,post-learning1,post-learning1,post-learning1,7,2,12,112,1,29,25.89285714,8,59,,,81,52.67857143,,-52.67857143,7.142857143,35.80246914,,,0.705467372,35,,,,0.617283951,,,,,,
MOBP35,,learning,32,post-learning1,post-learning1,post-learning1,post-learning1,7,2,14,112,1,30,26.78571429,8,67,,,81,59.82142857,,-59.82142857,7.142857143,37.03703704,,,0.705467372,35,,,,0.617283951,,,,,,
MOBP35,,learning,35,post-learning1,post-learning1,post-learning1,post-learning1,7,3,17,112,2,32,28.57142857,7,74,,,81,66.07142857,,-66.07142857,6.25,39.50617284,,,0.705467372,35,0.705467372,,,0.823045267,,,,,,
MOBP35,,learning,37,post-learning1,post-learning2,post-learning2,post-learning2,7,2,19,112,2,34,30.35714286,3,77,,,81,68.75,,-68.75,2.678571429,41.97530864,,,0.529100529,42,,,,1.234567901,,,,,,
MOBP35,,learning,39,post-learning1,post-learning2,post-learning2,post-learning2,7,2,21,112,1,35,31.25,2,79,,,81,70.53571429,,-70.53571429,1.785714286,43.20987654,,,0.529100529,42,,,,0.617283951,,,,,,
MOBP35,,learning,42,post-learning1,post-learning2,post-learning2,post-learning2,7,3,24,112,0,35,31.25,2,81,,,81,72.32142857,,-72.32142857,1.785714286,43.20987654,,,0.529100529,42,0.529100529,,,0,,,,,,
MOBP35,,learning,44,post-learning1,post-learning3,post-learning3,post-learning3,7,2,26,112,2,37,33.03571429,0,81,,,81,72.32142857,,-72.32142857,0,45.67901235,,,1.058201058,49,,,,1.234567901,,,,,,
MOBP35,,learning,46,post-learning1,post-learning3,post-learning3,post-learning3,7,2,28,112,0,37,33.03571429,0,81,,,81,72.32142857,,-72.32142857,0,45.67901235,,,1.058201058,49,,,,0,,,,,,
MOBP35,,learning,49,post-learning1,post-learning3,post-learning3,post-learning3,7,3,31,112,4,41,36.60714286,0,81,41,81,81,72.32142857,72.32142857,-72.32142857,0,50.61728395,50.61728395,,1.058201058,49,1.058201058,72.32142857,50.61728395,1.646090535,1.646090535,,43.70433,0.3699173,5.8724537,
MOBP112,,learning,0,baseline,baseline,,,,,-18,97,0,0,0,0,0,,,85,0,,0,0,0,,,,17,,,,,,,,,,
MOBP112,,learning,2,cuprizone diet,cuprizone diet,,,,2,-16,97,0,0,0,0,0,,,85,0,,0,0,0,,,,17,,,,0,,,,,,
MOBP112,,learning,7,cuprizone diet,cuprizone diet,,,,5,-11,97,0,0,0,4,4,,,85,4.12371134,,-4.12371134,4.12371134,0,,,,17,,,,0,,,,,,
MOBP112,,learning,11,cuprizone diet,cuprizone diet,,,,4,-7,97,0,0,0,0,4,,,85,4.12371134,,-4.12371134,0,0,,,,17,,,,0,,,,,,
MOBP112,,learning,15,cuprizone diet,cuprizone diet,,,,4,-3,97,0,0,0,7,11,,,85,11.34020619,,-11.34020619,7.216494845,0,,,,17,,,,0,,,,,,
MOBP112,,learning,17,cuprizone diet,cuprizone diet,,,,2,-1,97,0,0,0,7,18,,,85,18.55670103,,-18.55670103,7.216494845,0,,,,17,,,,0,,,,,,
MOBP112,,learning,21,rest,rest,,rest,3,4,3,97,2,2,2.06185567,12,30,,,85,30.92783505,,-30.92783505,12.37113402,2.352941176,,,0.784313725,21,0.784313725,,,0.588235294,,,,,,
MOBP112,,learning,23,learning,learning,,learning,7,2,5,97,2,4,4.12371134,8,38,,,85,39.17525773,,-39.17525773,8.24742268,4.705882353,,,5.378151261,28,,,,1.176470588,,11.37254902,,,,4.565537555
MOBP112,,learning,26,learning,learning,,learning,7,3,8,97,29,33,34.02061856,18,56,,,85,57.73195876,,-57.73195876,18.55670103,38.82352941,,,5.378151261,28,,,,11.37254902,,11.37254902,,,,4.565537555
