ID,Marker for Cup at 34 days,Behavior,Day,phase_bin_10 days,"phase_bin_10 days 2, copy",phase_bin_7Days,phase_bin_7Days_complete,daysInPhase2,days_between_TP,DaysSinceCup,BaselineCells,NewCells,CumulativeNew,CumulativeNew%,LostCells,CumulativeLost,total gain at day31 post cup,help column for totalLoss at day31 post cup,totalLoss at day31 post cup,CumulativeLost%,Ol loss % at 4w post cup,Neg_CumLost%,Lost%,Total OL Replacement %,OL replacement at 4w post Cup,OL replacement at 6w post cup,replacement rate w/ Phase,Replacement Rate w/Phase for graph help column,Replacement rate w/phase for graph,Max_loss,MaxGain_normToLoss,rate between each tp,max rate after stim,max rate during stim,Asymptote,Growth Rate,Inflection Point,OL loss rate learning
MOBP17,,paired_stim.,44,post-learning1,post-learning3,post-learning3,post-learning3,7,2,26,108,3,72,66.66666667,0,75,,,81,69.44444444,,-69.44444444,0,88.88888889,,,1.587301587,49,,,,1.851851852,,,,,,
MOBP17,,paired_stim.,47,post-learning1,post-learning3,post-learning3,post-learning3,7,3,28,108,2,74,68.51851852,4,79,,,81,73.14814815,,-73.14814815,3.703703704,91.35802469,,,1.587301587,49,,,,0.823045267,,,,,,
MOBP17,,paired_stim.,49,post-learning1,post-learning3,post-learning3,post-learning3,7,2,31,108,4,78,72.22222222,2,81,78,81,81,75,75,-75,1.851851852,96.2962963,96.2962963,,1.587301587,49,1.587301587,75,96.2962963,2.469135802,9.053497942,,119.19162,0.0991651,13.984257,
MOBP22,,paired_stim.,0,baseline,baseline,,,,,-17,118,0,0,0,0,0,,,105,0,,0,0,0,,,,17,,,,,,,,,,
MOBP22,,paired_stim.,3,cuprizone diet,cuprizone diet,,,,3,-14,118,0,0,0,0,0,,,105,0,,0,0,0,,,,17,,,,0,,,,,,
MOBP22,,paired_stim.,7,cuprizone diet,cuprizone diet,,,,4,-10,118,0,0,0,1,1,,,105,0.847457627,,-0.847457627,0.847457627,0,,,,17,,,,0,,,,,,
MOBP22,,paired_stim.,10,cuprizone diet,cuprizone diet,,,,3,-7,118,0,0,0,2,3,,,105,2.542372881,,-2.542372881,1.694915254,0,,,,17,,,,0,,,,,,
MOBP22,,paired_stim.,14,cuprizone diet,cuprizone diet,,,,4,-3,118,1,1,0.847457627,17,20,,,105,16.94915254,,-16.94915254,14.40677966,0.952380952,,,,17,,,,0.238095238,,,,,,
MOBP22,,paired_stim.,17,cuprizone diet,cuprizone diet,,,,3,0,118,0,1,0.847457627,5,25,,,105,21.18644068,,-21.18644068,4.237288136,0.952380952,,,,17,,,,0,,,,,,
MOBP22,,paired_stim.,21,rest,rest,,rest,3,4,3,118,2,3,2.542372881,10,35,,,105,29.66101695,,-29.66101695,8.474576271,2.857142857,,,0.634920635,21,0.634920635,,,0.476190476,,,,,,
MOBP22,,paired_stim.,23,learning,learning,,learning,7,2,5,118,3,6,5.084745763,5,40,,,105,33.89830508,,-33.89830508,4.237288136,5.714285714,,,2.176870748,28,,,,1.428571429,,4.285714286,,,,3.026634383
MOBP22,,paired_stim.,25,learning,learning,,learning,7,2,7,118,9,15,12.71186441,9,49,,,105,41.52542373,,-41.52542373,7.627118644,14.28571429,,,2.176870748,28,,,,4.285714286,,4.285714286,,,,3.026634383
MOBP22,,paired_stim.,28,learning,learning,,learning,7,3,10,118,4,19,16.10169492,11,60,,,105,50.84745763,,-50.84745763,9.322033898,18.0952381,,,2.176870748,28,2.176870748,,,1.26984127,,4.285714286,,,,3.026634383
MOBP22,,paired_stim.,30,post-learning1,post-learning1,post-learning1,post-learning1,7,2,12,118,1,20,16.94915254,16,76,,,105,64.40677966,,-64.40677966,13.55932203,19.04761905,,,3.537414966,35,,,,0.476190476,,,,,,
MOBP22,,paired_stim.,32,post-learning1,post-learning1,post-learning1,post-learning1,7,2,14,118,8,28,23.72881356,6,82,,,105,69.49152542,,-69.49152542,5.084745763,26.66666667,,,3.537414966,35,,,,3.80952381,,,,,,
MOBP22,,paired_stim.,35,post-learning1,post-learning1,post-learning1,post-learning1,7,3,17,118,17,45,38.13559322,11,93,,,105,78.81355932,,-78.81355932,9.322033898,42.85714286,,,3.537414966,35,3.537414966,,,5.396825397,,,,,,
MOBP22,,paired_stim.,37,post-learning1,post-learning2,post-learning2,post-learning2,7,2,19,118,0,45,38.13559322,3,96,,,105,81.3559322,,-81.3559322,2.542372881,42.85714286,,,0.952380952,42,,,,0,,,,,,
MOBP22,,paired_stim.,39,post-learning1,post-learning2,post-learning2,post-learning2,7,2,21,118,4,49,41.52542373,3,99,,,105,83.89830508,,-83.89830508,2.542372881,46.66666667,,,0.952380952,42,,,,1.904761905,,,,,,
MOBP22,,paired_stim.,42,post-learning1,post-learning2,post-learning2,post-learning2,7,3,24,118,3,52,44.06779661,5,104,,,105,88.13559322,,-88.13559322,4.237288136,49.52380952,,,0.952380952,42,0.952380952,,,0.952380952,,,,,,
MOBP22,,paired_stim.,44,post-learning1,post-learning3,post-learning3,post-learning3,7,2,26,118,5,57,48.30508475,1,105,,,105,88.98305085,,-88.98305085,0.847457627,54.28571429,,,1.360544218,49,,,,2.380952381,,,,,,
MOBP22,,paired_stim.,47,post-learning1,post-learning3,post-learning3,post-learning3,7,3,28,118,3,60,50.84745763,0,105,,,105,88.98305085,,-88.98305085,0,57.14285714,,,1.360544218,49,,,,0.952380952,,,,,,
MOBP22,,paired_stim.,49,post-learning1,post-learning3,post-learning3,post-learning3,7,2,31,118,2,62,52.54237288,0,105,62,105,105,88.98305085,88.98305085,-88.98305085,0,59.04761905,59.04761905,,1.360544218,49,1.360544218,88.98305085,59.04761905,0.952380952,5.396825397,,66.115855,0.1183464,12.236957,
MOBP29,,paired_stim.,0,baseline,,,,,,-17,140,0,0,0,0,0,,,66,0,,0,0,0,,,,70,,,,,,,,,,
MOBP29,,paired_stim.,3,cuprizone diet,,,,,3,-14,140,0,0,0,0,0,,,66,0,,0,0,0,,,,70,,,,0,,,,,,
MOBP29,,paired_stim.,7,cuprizone diet,,,,,4,-10,140,0,0,0,2,2,,,66,1.428571429,,-1.428571429,1.428571429,0,,,,70,,,,0,,,,,,
MOBP29,,paired_stim.,10,cuprizone diet,,,,,3,-7,140,0,0,0,0,2,,,66,1.428571429,,-1.428571429,0,0,,,,70,,,,0,,,,,,
MOBP29,,paired_stim.,14,cuprizone diet,,,,,4,-3,140,1,1,0.714285714,2,4,,,66,2.857142857,,-2.857142857,1.428571429,1.515151515,,,,70,,,,0.378787879,,,,,,
MOBP29,,paired_stim.,17,cuprizone diet,,,,,3,0,140,1,2,1.428571429,5,9,,,66,6.428571429,,-6.428571429,3.571428571,3.03030303,,,,70,,,,0.505050505,,,,,,
MOBP29,,paired_stim.,21,rest,rest,,rest,3,4,3,140,12,14,10,12,21,,,66,15,,-15,8.571428571,21.21212121,,,6.060606061,21,6.060606061,,,4.545454545,,,,,,
MOBP29,,paired_stim.,23,learning,learning,,learning,7,2,5,140,3,17,12.14285714,5,26,,,66,18.57142857,,-18.57142857,3.571428571,25.75757576,,,1.731601732,28,,,,2.272727273,,2.272727273,,,,1.326530612
MOBP29,,paired_stim.,25,learning,learning,,learning,7,2,7,140,3,20,14.28571429,4,30,,,66,21.42857143,,-21.42857143,2.857142857,30.3030303,,,1.731601732,28,,,,2.272727273,,2.272727273,,,,1.326530612
MOBP29,,paired_stim.,28,learning,learning,,learning,7,3,10,140,2,22,15.71428571,4,34,,,66,24.28571429,,-24.28571429,2.857142857,33.33333333,,,1.731601732,28,1.731601732,,,1.01010101,,2.272727273,,,,1.326530612
MOBP29,,paired_stim.,30,post-learning1,post-learning1,post-learning1,post-learning1,7,2,12,140,4,26,18.57142857,6,40,,,66,28.57142857,,-28.57142857,4.285714286,39.39393939,,,2.813852814,35,,,,3.03030303,,,,,,
MOBP29,,paired_stim.,32,post-learning1,post-learning1,post-learning1,post-learning1,7,2,14,140,4,30,21.42857143,4,44,,,66,31.42857143,,-31.42857143,2.857142857,45.45454545,,,2.813852814,35,,,,3.03030303,,,,,,
MOBP29,,paired_stim.,35,post-learning1,post-learning1,post-learning1,post-learning1,7,3,17,140,5,35,25,4,48,,,66,34.28571429,,-34.28571429,2.857142857,53.03030303,,,2.813852814,35,2.813852814,,,2.525252525,,,,,,
MOBP29,,paired_stim.,37,post-learning1,post-learning2,post-learning2,post-learning2,7,2,19,140,9,44,31.42857143,5,53,,,66,37.85714286,,-37.85714286,3.571428571,66.66666667,,,2.813852814,42,,,,6.818181818,,,,,,
MOBP29,,paired_stim.,39,post-learning1,post-learning2,post-learning2,post-learning2,7,2,21,140,3,47,33.57142857,7,60,,,66,42.85714286,,-42.85714286,5,71.21212121,,,2.813852814,42,,,,2.272727273,,,,,,
MOBP29,,paired_stim.,42,post-learning1,post-learning2,post-learning2,post-learning2,7,3,24,140,1,48,34.28571429,4,64,,,66,45.71428571,,-45.71428571,2.857142857,72.72727273,,,2.813852814,42,2.813852814,,,0.505050505,,,,,,
MOBP29,,paired_stim.,44,post-learning1,post-learning3,post-learning3,post-learning3,7,2,26,140,3,51,36.42857143,1,65,,,66,46.42857143,,-46.42857143,0.714285714,77.27272727,,,1.298701299,49,,,,2.272727273,,,,,,
MOBP29,,paired_stim.,46,post-learning1,post-learning3,post-learning3,post-learning3,7,2,28,140,0,51,36.42857143,1,66,,,66,47.14285714,,-47.14285714,0.714285714,77.27272727,,,1.298701299,49,,,,0,,,,,,
MOBP29,,paired_stim.,49,post-learning1,post-learning3,post-learning3,post-learning3,7,3,31,140,3,54,38.57142857,0,66,54,66,66,47.14285714,47.14285714,-47.14285714,0,81.81818182,81.81818182,,1.298701299,49,1.298701299,47.14285714,81.81818182,1.515151515,6.818181818,,104.46926,0.0788126,10.894241,
MOBP29,,paired_stim.,53,,,,,,4,35,140,7,61,43.57142857,0,66,,,66,47.14285714,,-47.14285714,0,92.42424242,,,,70,,,,2.651515152,,,,,,
MOBP29,,paired_stim.,56,,,,,,3,38,140,0,61,43.57142857,0,66,,,66,47.14285714,,-47.14285714,0,92.42424242,,,,70,,,,0,,,,,,
MOBP29,,paired_stim.,59,,,,,,3,41,140,0,61,43.57142857,0,66,,,66,47.14285714,,-47.14285714,0,92.42424242,,,,70,,,,0,,,,,,
MOBP29,,paired_stim.,64,,,,,,5,46,140,3,64,45.71428571,0,66,,,66,47.14285714,,-47.14285714,0,96.96969697,,96.96969697,,70,,,,0.909090909,,,,,,
MOBP29,,paired_stim.,68,,,,,,4,50,140,3,67,47.85714286,0,66,,,66,47.14285714,,-47.14285714,0,101.5151515,,,,70,,,,1.136363636,,,,,,
MOBP29,,paired_stim.,70,,,,,,2,52,140,1,68,48.57142857,0,66,,,66,47.14285714,,-47.14285714,0,103.030303,,,,70,,,,0.757575758,,,,,,
MOBP33,,paired_stim.,0,baseline,baseline,,,,,-17,126,0,0,0,0,0,,,83,0,,0,0,0,,,,70,,,,,,,,,,
MOBP33,,paired_stim.,3,cuprizone diet,cuprizone diet,,,,3,-14,126,0,0,0,0,0,,,83,0,,0,0,0,,,,70,,,,0,,,,,,
MOBP33,,paired_stim.,7,cuprizone diet,cuprizone diet,,,,4,-10,126,0,0,0,0,0,,,83,0,,0,0,0,,,,70,,,,0,,,,,,
MOBP33,,paired_stim.,10,cuprizone diet,cuprizone diet,,,,3,-7,126,0,0,0,0,0,,,83,0,,0,0,0,,,,70,,,,0,,,,,,
MOBP33,,paired_stim.,14,cuprizone diet,cuprizone diet,,,,4,-3,126,0,0,0,3,3,,,83,2.380952381,,-2.380952381,2.380952381,0,,,,70,,,,0,,,,,,
MOBP33,,paired_stim.,17,cuprizone diet,cuprizone diet,,,,3,0,126,0,0,0,6,9,,,83,7.142857143,,-7.142857143,4.761904762,0,,,,70,,,,0,,,,,,
MOBP33,,paired_stim.,21,rest,rest,,rest,3,4,3,126,7,7,5.555555556,10,19,,,83,15.07936508,,-15.07936508,7.936507937,8.43373494,,,2.81124498,21,2.81124498,,,2.108433735,,,,,,
MOBP33,,paired_stim.,23,learning,learning,,learning,7,2,5,126,2,9,7.142857143,5,24,,,83,19.04761905,,-19.04761905,3.968253968,10.84337349,,,2.065404475,28,,,,1.204819277,,4.819277108,,,,2.607709751
MOBP33,,paired_stim.,25,learning,learning,,learning,7,2,7,126,8,17,13.49206349,6,30,,,83,23.80952381,,-23.80952381,4.761904762,20.48192771,,,2.065404475,28,,,,4.819277108,,4.819277108,,,,2.607709751
MOBP33,,paired_stim.,28,learning,learning,,learning,7,3,10,126,2,19,15.07936508,12,42,,,83,33.33333333,,-33.33333333,9.523809524,22.89156627,,,2.065404475,28,2.065404475,,,0.803212851,,4.819277108,,,,2.607709751
MOBP33,,paired_stim.,30,post-learning1,post-learning1,post-learning1,post-learning1,7,2,12,126,1,20,15.87301587,9,51,,,83,40.47619048,,-40.47619048,7.142857143,24.09638554,,,3.442340792,35,,,,0.602409639,,,,,,
MOBP33,,paired_stim.,32,post-learning1,post-learning1,post-learning1,post-learning1,7,2,14,126,2,22,17.46031746,3,54,,,83,42.85714286,,-42.85714286,2.380952381,26.5060241,,,3.442340792,35,,,,1.204819277,,,,,,
MOBP33,,paired_stim.,35,post-learning1,post-learning1,post-learning1,post-learning1,7,3,17,126,17,39,30.95238095,11,65,,,83,51.58730159,,-51.58730159,8.73015873,46.98795181,,,3.442340792,35,3.442340792,,,6.827309237,,,,,,
MOBP33,,paired_stim.,37,post-learning1,post-learning2,post-learning2,post-learning2,7,2,19,126,7,46,36.50793651,9,74,,,83,58.73015873,,-58.73015873,7.142857143,55.42168675,,,2.409638554,42,,,,4.21686747,,,,,,
MOBP33,,paired_stim.,39,post-learning1,post-learning2,post-learning2,post-learning2,7,2,21,126,4,50,39.68253968,5,79,,,83,62.6984127,,-62.6984127,3.968253968,60.24096386,,,2.409638554,42,,,,2.409638554,,,,,,
MOBP33,,paired_stim.,42,post-learning1,post-learning2,post-learning2,post-learning2,7,3,24,126,3,53,42.06349206,1,80,,,83,63.49206349,,-63.49206349,0.793650794,63.85542169,,,2.409638554,42,2.409638554,,,1.204819277,,,,,,
MOBP33,,paired_stim.,44,post-learning1,post-learning3,post-learning3,post-learning3,7,2,26,126,4,57,45.23809524,2,82,,,83,65.07936508,,-65.07936508,1.587301587,68.6746988,,,1.721170396,49,,,,2.409638554,,,,,,
MOBP33,,paired_stim.,46,post-learning1,post-learning3,post-learning3,post-learning3,7,2,28,126,3,60,47.61904762,0,82,,,83,65.07936508,,-65.07936508,0,72.28915663,,,1.721170396,49,,,,1.807228916,,,,,,
MOBP33,,paired_stim.,49,post-learning1,post-learning3,post-learning3,post-learning3,7,3,31,126,3,63,50,1,83,63,83,83,65.87301587,65.87301587,-65.87301587,0.793650794,75.90361446,75.90361446,,1.721170396,49,1.721170396,65.87301587,75.90361446,1.204819277,6.827309237,,96.852369,0.0872649,14.15591,
MOBP33,,paired_stim.,53,,,,,,4,35,126,2,65,51.58730159,0,83,,,83,65.87301587,,-65.87301587,0,78.31325301,,,,70,,,,0.602409639,,,,,,
MOBP33,,paired_stim.,56,,,,,,3,38,126,3,68,53.96825397,0,83,,,83,65.87301587,,-65.87301587,0,81.92771084,,,,70,,,,1.204819277,,,,,,
MOBP33,,paired_stim.,59,,,,,,3,41,126,3,71,56.34920635,0,83,,,83,65.87301587,,-65.87301587,0,85.54216867,,,,70,,,,1.204819277,,,,,,
MOBP33,,paired_stim.,64,,,,,,5,46,126,6,77,61.11111111,0,83,,,83,65.87301587,,-65.87301587,0,92.77108434,,92.77108434,,70,,,,1.445783133,,,,,,
MOBP33,,paired_stim.,68,,,,,,4,50,126,2,79,62.6984127,0,83,,,83,65.87301587,,-65.87301587,0,95.18072289,,,,70,,,,0.602409639,,,,,,
MOBP33,,paired_stim.,70,,,,,,2,52,126,0,79,62.6984127,0,83,,,83,65.87301587,,-65.87301587,0,95.18072289,,,,70,,,,0,,,,,,
MOBP111,,paired_stim.,0,baseline,,,,,,-18,153,0,0,0,0,0,,,144,0,,0,0,0,,,,17,,,,,,,,,,
MOBP111,,paired_stim.,2,cuprizone diet,,,,,2,-16,153,0,0,0,0,0,,,144,0,,0,0,0,,,,17,,,,0,,,,,,
MOBP111,,paired_stim.,7,cuprizone diet,,,,,5,-11,153,0,0,0,5,5,,,144,3.267973856,,-3.267973856,3.267973856,0,,,,17,,,,0,,,,,,
MOBP111,,paired_stim.,11,cuprizone diet,,,,,4,-7,153,0,0,0,5,10,,,144,6.535947712,,-6.535947712,3.267973856,0,,,,17,,,,0,,,,,,
MOBP111,,paired_stim.,15,cuprizone diet,,,,,4,-3,153,0,0,0,5,15,,,144,9.803921569,,-9.803921569,3.267973856,0,,,,17,,,,0,,,,,,
MOBP111,,paired_stim.,17,cuprizone diet,,,,,2,-1,153,0,0,0,12,27,,,144,17.64705882,,-17.64705882,7.843137255,0,,,,17,,,,0,,,,,,
MOBP111,,paired_stim.,21,rest,rest,,rest,3,4,3,153,3,3,1.960784314,14,41,,,144,26.79738562,,-26.79738562,9.150326797,2.083333333,,,0.694444444,21,0.694444444,,,0.520833333,,,,,,
MOBP111,,paired_stim.,23,learning,learning,,learning,7,2,5,153,18,21,13.7254902,13,54,,,144,35.29411765,,-35.29411765,8.496732026,14.58333333,,,2.579365079,28,,,,6.25,,6.25,,,,3.734827264
MOBP111,,paired_stim.,26,learning,learning,,learning,7,3,8,153,6,27,17.64705882,19,73,,,144,47.7124183,,-47.7124183,12.41830065,18.75,,,2.579365079,28,,,,1.388888889,,6.25,,,,3.734827264
MOBP111,,paired_stim.,28,learning,learning,,learning,7,2,10,153,2,29,18.95424837,8,81,,,144,52.94117647,,-52.94117647,5.22875817,20.13888889,,,2.579365079,28,2.579365079,,,0.694444444,,6.25,,,,3.734827264
MOBP111,,paired_stim.,30,post-learning1,post-learning1,post-learning1,post-learning1,7,2,12,153,3,32,20.91503268,21,102,,,144,66.66666667,,-66.66666667,13.7254902,22.22222222,,,2.083333333,35,,,,1.041666667,,,,,,
MOBP111,,paired_stim.,32,post-learning1,post-learning1,post-learning1,post-learning1,7,2,14,153,8,40,26.14379085,8,110,,,144,71.89542484,,-71.89542484,5.22875817,27.77777778,,,2.083333333,35,,,,2.777777778,,,,,,
MOBP111,,paired_stim.,35,post-learning1,post-learning1,post-learning1,post-learning1,7,3,17,153,10,50,32.67973856,11,121,,,144,79.08496732,,-79.08496732,7.189542484,34.72222222,,,2.083333333,35,2.083333333,,,2.314814815,,,,,,
MOBP111,,paired_stim.,37,post-learning1,post-learning2,post-learning2,post-learning2,7,2,19,153,3,53,34.64052288,9,130,,,144,84.96732026,,-84.96732026,5.882352941,36.80555556,,,1.28968254,42,,,,1.041666667,,,,,,
MOBP111,,paired_stim.,39,post-learning1,post-learning2,post-learning2,post-learning2,7,2,21,153,4,57,37.25490196,7,137,,,144,89.54248366,,-89.54248366,4.575163399,39.58333333,,,1.28968254,42,,,,1.388888889,,,,,,
MOBP111,,paired_stim.,42,post-learning1,post-learning2,post-learning2,post-learning2,7,3,24,153,6,63,41.17647059,4,141,,,144,92.15686275,,-92.15686275,2.614379085,43.75,,,1.28968254,42,1.28968254,,,1.388888889,,,,,,
MOBP111,,paired_stim.,44,post-learning1,post-learning3,post-learning3,post-learning3,7,2,26,153,4,67,43.79084967,0,141,,,144,92.15686275,,-92.15686275,0,46.52777778,,,1.388888889,49,,,,1.388888889,,,,,,
MOBP111,,paired_stim.,46,post-learning1,post-learning3,post-learning3,post-learning3,7,2,28,153,3,70,45.75163399,2,143,,,144,93.46405229,,-93.46405229,1.307189542,48.61111111,,,1.388888889,49,,,,1.041666667,,,,,,
MOBP111,,paired_stim.,49,post-learning1,post-learning3,post-learning3,post-learning3,7,3,31,153,7,77,50.32679739,1,144,77,144,144,94.11764706,94.11764706,-94.11764706,0.653594771,53.47222222,53.47222222,,1.388888889,49,1.388888889,94.11764706,53.47222222,1.62037037,2.777777778,,59.573945,0.0961137,11.035625,
