ID,Marker for Cup at 34 days,Behavior,Day,phase_bin_10 days,"phase_bin_10 days 2, copy",phase_bin_7Days,phase_bin_7Days_complete,daysInPhase2,days_between_TP,DaysSinceCup,BaselineCells,NewCells,CumulativeNew,CumulativeNew%,LostCells,CumulativeLost,total gain at day31 post cup,help column for totalLoss at day31 post cup,totalLoss at day31 post cup,CumulativeLost%,Ol loss % at 4w post cup,Neg_CumLost%,Lost%,Total OL Replacement %,OL replacement at 4w post Cup,OL replacement at 6w post cup,replacement rate w/ Phase,Replacement Rate w/Phase for graph help column,Replacement rate w/phase for graph,Max_loss,MaxGain_normToLoss,rate between each tp,max rate after stim,max rate during stim,Asymptote,Growth Rate,Inflection Point
MOBP69,,VNS,76,,,,,,9,52,105,,55,52.38095238,,79,,,79,75.23809524,,-75.23809524,,69.62025316,,,,76,,,,,,,,,
MOBP70,,VNS,0,baseline,,,,,,-24,99,0,0,0,0,0,,,83,0,,0,0,0,,,,67,,,,,,,67.60372,0.1551419,6.4971541
MOBP70,,VNS,7,cuprizone diet,,,,,7,-17,99,0,0,0,0,0,,,83,0,,0,0,0,,,,67,,,,0,,,,,
MOBP70,,VNS,11,cuprizone diet,,,,,4,-13,99,0,0,0,1,1,,,83,1.01010101,,-1.01010101,1.01010101,0,,,,67,,,,0,,,,,
MOBP70,,VNS,14,cuprizone diet,,,,,3,-10,99,0,0,0,4,5,,,83,5.050505051,,-5.050505051,4.04040404,0,,,,67,,,,0,,,,,
MOBP70,,VNS,18,cuprizone diet,,,,,4,-6,99,0,0,0,8,13,,,83,13.13131313,,-13.13131313,8.080808081,0,,,,67,,,,0,,,,,
MOBP70,,VNS,21,cuprizone diet,,,,,3,-3,99,0,0,0,5,18,,,83,18.18181818,,-18.18181818,5.050505051,0,,,,67,,,,0,,,,,
MOBP70,,VNS,25,rest,rest,,rest,3,4,1,99,7,7,7.070707071,17,35,,,83,35.35353535,,-35.35353535,17.17171717,8.43373494,,,3.614457831,27,,,,2.108433735,,,,,
MOBP70,,VNS,27,rest,rest,,rest,3,2,3,99,2,9,9.090909091,13,48,,,83,48.48484848,,-48.48484848,13.13131313,10.84337349,,,3.614457831,27,3.614457831,,,1.204819277,,,,,
MOBP70,,VNS,29,learning,learning,,learning,7,2,5,99,3,12,12.12121212,6,54,,,83,54.54545455,,-54.54545455,6.060606061,14.45783133,,,4.30292599,34,,,,1.807228916,,6.425702811,,,
MOBP70,,VNS,32,learning,learning,,learning,7,3,8,99,16,28,28.28282828,9,63,,,83,63.63636364,,-63.63636364,9.090909091,33.73493976,,,4.30292599,34,,,,6.425702811,,6.425702811,,,
MOBP70,,VNS,34,learning,learning,,learning,7,2,10,99,6,34,34.34343434,7,70,,,83,70.70707071,,-70.70707071,7.070707071,40.96385542,,,4.30292599,34,4.30292599,,,3.614457831,,6.425702811,,,
MOBP70,,VNS,36,post-learning1,post-learning1,post-learning1,post-learning1,7,2,12,99,4,38,38.38383838,5,75,,,83,75.75757576,,-75.75757576,5.050505051,45.78313253,,,1.893287435,41,,,,2.409638554,,,,,
MOBP70,,VNS,39,post-learning1,post-learning1,post-learning1,post-learning1,7,3,15,99,4,42,42.42424242,1,76,,,83,76.76767677,,-76.76767677,1.01010101,50.60240964,,,1.893287435,41,,,,1.606425703,,,,,
MOBP70,,VNS,41,post-learning1,post-learning1,post-learning1,post-learning1,7,2,17,99,3,45,45.45454545,0,76,,,83,76.76767677,,-76.76767677,0,54.21686747,,,1.893287435,41,1.893287435,,,1.807228916,,,,,
MOBP70,,VNS,43,post-learning1,post-learning2,post-learning2,post-learning2,7,2,19,99,1,46,46.46464646,2,78,,,83,78.78787879,,-78.78787879,2.02020202,55.42168675,,,1.204819277,48,,,,0.602409639,,,,,
MOBP70,,VNS,46,post-learning1,post-learning2,post-learning2,post-learning2,7,3,22,99,4,50,50.50505051,3,81,,,83,81.81818182,,-81.81818182,3.03030303,60.24096386,,,1.204819277,48,,,,1.606425703,,,,,
MOBP70,,VNS,48,post-learning1,post-learning2,post-learning2,post-learning2,7,2,24,99,2,52,52.52525253,1,82,,,83,82.82828283,,-82.82828283,1.01010101,62.65060241,,,1.204819277,48,1.204819277,,,1.204819277,,,,,
MOBP70,,VNS,50,post-learning1,post-learning3,post-learning3,post-learning3,7,2,26,99,1,53,53.53535354,1,83,,,83,83.83838384,,-83.83838384,1.01010101,63.85542169,,,0.860585198,55,,,,0.602409639,,,,,
MOBP70,,VNS,53,post-learning1,post-learning3,post-learning3,post-learning3,7,3,29,99,3,56,56.56565657,0,83,,,83,83.83838384,,-83.83838384,0,67.46987952,,,0.860585198,55,,,,1.204819277,,,,,
MOBP70,,VNS,55,post-learning1,post-learning3,post-learning3,post-learning3,7,2,31,99,1,57,57.57575758,0,83,57,83,83,83.83838384,83.83838384,-83.83838384,0,68.6746988,68.6746988,,0.860585198,55,0.860585198,83.83838384,68.6746988,0.602409639,2.409638554,,,,
MOBP70,,VNS,60,,,,,,5,36,99,,57,57.57575758,,83,,,83,83.83838384,,-83.83838384,,68.6746988,,,,67,,,,,,,,,
MOBP70,,VNS,67,,,,,,7,43,99,,57,57.57575758,,83,,,83,83.83838384,,-83.83838384,,68.6746988,,,,67,,,,,,,,,
